R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR.,B_SIG_STR.,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_SIG_TD,B_SIG_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_CTRL,B_CTRL,R_LANDED_HEAD,B_LANDED_HEAD,R_LANDED_BODY,B_LANDED_BODY,R_LANDED_LEG,B_LANDED_LEG,R_DISTANCE,B_DISTANCE,R_LANDED_CLINCH,B_LANDED_CLINCH,R_LANDED_GROUND,B_LANDED_GROUND,win_by,Referee,location,Weight_class,Winner,Winner By Corner,title_bout,B_age,R_age,B_Stance,R_Stance,B_Height_cms,R_Height_cms,B_current_win_streak,R_current_win_streak,R_TOTAL_TD,B_TOTAL_TD,R_ATT_HEAD,B_ATT_HEAD,R_ATT_BODY,B_ATT_BODY,R_ATT_LEG,B_ATT_LEG,R_ATT_CLINCH,B_ATT_CLINCH,R_ATT_GROUND,B_ATT_GROUND,Day,Month,Year
Randa Markos,Angela Hill,0,0,13,2,50,28,33,7,1,0,100,0,1,0,172,42,9,1,4,1,0,0,13,5,5,0,8,0,Submission,Keith Peterson,"Nashville, Tennessee, USA",Women's Strawweight Bout,Randa Markos,Red,False,34,33,Orthodox,Orthodox,160.02,162.56,1,0,1,0,21,6,4,1,1,0,5,2,8,0,23,March,2019
Eric Shelton,Jordan Espinosa,0,0,25,47,30,44,81,105,0,1,0,33,0,0,0,18,18,19,1,10,6,18,79,102,0,1,0,0,Decision - Unanimous,Jimmy Neely,"Nashville, Tennessee, USA",Flyweight Bout,Jordan Espinosa,Blue,False,29,28,Orthodox,Orthodox,167.64,167.64,0,0,0,3,69,63,3,14,9,28,2,3,0,0,23,March,2019
Alexis Davis,Jennifer Maia,0,0,72,60,59,46,174,142,1,0,50,0,0,0,315,78,16,44,28,12,28,4,94,113,21,11,1,0,Decision - Unanimous,Unknown,"Nashville, Tennessee, USA",Women's Flyweight Bout,Jennifer Maia,Blue,False,30,34,Orthodox,Orthodox,162.56,167.64,0,3,2,0,54,112,37,12,31,4,27,15,1,0,23,March,2019
Ryan MacDonald,Chris Gutierrez,0,0,15,69,20,57,75,123,0,0,0,0,0,0,47,8,4,15,1,21,10,33,74,119,0,0,0,0,Decision - Unanimous,Ricky Parker,"Nashville, Tennessee, USA",Bantamweight Bout,Chris Gutierrez,Blue,False,27,26,Orthodox,Switch,175.26,180.34,0,0,3,0,56,51,6,29,13,41,1,2,0,0,23,March,2019
Volkan Oezdemir,Dominick Reyes,0,0,35,44,35,36,112,124,1,0,14,0,0,0,93,0,24,16,4,16,7,12,91,117,5,3,0,0,Decision - Split,Leon Roberts,"London, England, United Kingdom",Light Heavyweight Bout,Dominick Reyes,Blue,False,29,29,Southpaw,Orthodox,193.04,187.96,4,3,7,2,81,81,6,26,12,14,7,4,1,0,16,March,2019
Jack Marshman,John Phillips,0,1,31,32,20,33,149,99,0,0,0,0,0,0,0,36,19,15,10,8,2,9,149,90,0,3,0,0,Decision - Split,Marc Goddard,"London, England, United Kingdom",Middleweight Bout,Jack Marshman,Red,False,33,29,Southpaw,Orthodox,180.34,182.88,0,1,0,0,135,70,11,15,3,10,0,5,0,0,16,March,2019
Nathaniel Wood,Jose Quinonez,0,0,30,34,37,56,91,61,2,1,66,25,2,0,72,108,14,7,4,5,12,22,76,59,3,1,0,0,Submission,Rich Mitchell,"London, England, United Kingdom",Bantamweight Bout,Nathaniel Wood,Red,False,28,25,Southpaw,Orthodox,172.72,167.64,0,2,3,4,53,28,9,6,19,26,5,1,0,0,16,March,2019
Marc Diakiese,Joe Duffy,1,0,63,15,59,25,125,71,3,1,75,33,0,0,267,35,19,8,22,3,22,4,94,58,6,1,2,0,Decision - Unanimous,Daniel Movahedi,"London, England, United Kingdom",Lightweight Bout,Marc Diakiese,Red,False,31,25,Orthodox,Orthodox,177.8,177.8,2,3,4,3,56,50,25,6,25,4,9,1,3,1,16,March,2019
Arnold Allen,Jordan Rinaldi,1,0,37,30,33,28,117,105,0,0,0,0,0,0,59,0,25,5,10,6,2,19,102,103,0,0,2,0,Decision - Unanimous,Leon Roberts,"London, England, United Kingdom",Featherweight Bout,Arnold Allen,Red,False,31,25,Orthodox,Southpaw,177.8,172.72,0,4,0,3,90,61,13,13,8,30,1,1,8,0,16,March,2019
Danny Roberts,Claudio Silva,0,0,26,19,57,50,48,56,0,3,0,60,0,4,191,373,24,10,2,2,0,7,18,26,2,1,18,7,Submission,Kevin Sataki,"London, England, United Kingdom",Welterweight Bout,Claudio Silva,Blue,False,36,31,Southpaw,Southpaw,180.34,185.42,3,2,0,5,43,28,2,3,0,7,2,1,25,11,16,March,2019
Darren Till,Jorge Masvidal,1,1,21,35,48,48,44,79,1,1,100,50,0,0,55,47,17,18,3,10,1,7,39,65,1,3,0,1,KO/TKO,Marc Goddard,"London, England, United Kingdom",Welterweight Bout,Jorge Masvidal,Blue,False,34,26,Orthodox,Southpaw,180.34,182.88,2,1,1,2,39,51,3,12,1,9,2,6,2,1,16,March,2019
Leon Edwards,Gunnar Nelson,1,0,31,9,63,50,69,38,2,3,66,75,0,0,209,263,17,3,13,4,1,2,16,12,16,5,11,0,Decision - Split,Kevin Sataki,"London, England, United Kingdom",Welterweight Bout,Leon Edwards,Red,False,30,27,Switch,Southpaw,180.34,187.96,4,0,3,4,30,10,17,5,2,3,19,6,14,0,16,March,2019
Danny Henry,Dan Ige,0,1,4,10,57,58,7,17,0,1,0,100,0,1,0,31,2,7,1,3,1,0,7,8,0,0,0,6,Submission,Marc Goddard,"London, England, United Kingdom",Featherweight Bout,Dan Ige,Blue,False,27,30,Orthodox,Orthodox,170.18,182.88,0,2,0,1,5,14,1,3,1,0,0,0,0,9,16,March,2019
Molly McCann,Priscila Cachoeira,0,0,107,75,54,32,200,238,2,0,18,0,2,0,74,66,81,54,13,15,13,6,169,222,12,7,5,0,Decision - Unanimous,Rich Mitchell,"London, England, United Kingdom",Women's Flyweight Bout,Molly McCann,Red,False,30,28,Orthodox,Orthodox,170.18,162.56,0,0,11,0,167,206,16,21,14,7,21,12,7,0,16,March,2019
Nicolae Negumereanu,Saparbeg Safarov,0,0,11,70,40,81,36,156,0,3,0,60,0,0,0,645,5,60,3,2,3,8,19,24,4,4,0,50,Decision - Unanimous,Leon Roberts,"London, England, United Kingdom",Light Heavyweight Bout,Saparbeg Safarov,Blue,False,32,24,Orthodox,Orthodox,185.42,182.88,0,0,0,5,17,74,7,2,3,10,8,6,0,56,16,March,2019
Mike Grundy,Nad Narimani,1,0,33,22,58,23,59,95,1,0,33,0,0,0,63,0,32,16,1,1,0,5,40,91,9,2,4,0,KO/TKO,Daniel Movahedi,"London, England, United Kingdom",Featherweight Bout,Mike Grundy,Red,False,31,32,Orthodox,Orthodox,172.72,170.18,2,0,3,1,54,82,2,5,0,8,11,4,5,0,16,March,2019
Blagoy Ivanov,Ben Rothwell,0,0,72,70,40,42,179,163,0,0,0,0,0,0,0,0,50,47,19,6,3,17,175,162,2,1,0,0,Decision - Unanimous,Herb Dean,"Wichita, Kansas, USA",Heavyweight Bout,Blagoy Ivanov,Red,False,37,32,Orthodox,Southpaw,193.04,180.34,0,0,0,0,156,135,19,10,3,18,3,1,0,0,9,March,2019
Elizeu Zaleski dos Santos,Curtis Millender,0,0,6,0,66,0,13,1,1,0,100,0,1,0,128,0,4,0,1,0,1,0,4,1,0,0,3,0,Submission,Rob Hinds,"Wichita, Kansas, USA",Welterweight Bout,Elizeu Zaleski dos Santos,Red,False,31,32,Orthodox,Orthodox,187.96,180.34,3,0,1,0,6,1,1,0,2,0,0,0,5,0,9,March,2019
Derrick Lewis,Junior Dos Santos,0,1,7,29,28,52,25,55,0,0,0,0,0,0,2,11,2,15,3,7,2,7,24,35,0,6,0,3,KO/TKO,Herb Dean,"Wichita, Kansas, USA",Heavyweight Bout,Junior Dos Santos,Blue,False,35,34,Orthodox,Orthodox,193.04,190.5,9,2,0,0,17,37,6,10,2,8,0,11,1,9,9,March,2019
Beneil Dariush,Drew Dober,0,0,37,31,56,53,69,66,2,0,40,0,1,0,317,61,22,17,12,9,3,5,39,43,10,14,10,0,Submission,Rob Hinds,"Wichita, Kansas, USA",Lightweight Bout,Beneil Dariush,Red,False,30,29,Southpaw,Southpaw,172.72,177.8,0,1,5,0,47,44,14,9,4,5,14,15,12,0,9,March,2019
Marion Reneau,Yana Kunitskaya,0,0,58,98,40,43,148,239,1,1,100,100,0,0,20,171,42,35,10,27,6,36,133,197,2,19,2,1,Decision - Unanimous,Nick Berens,"Wichita, Kansas, USA",Women's Bantamweight Bout,Yana Kunitskaya,Blue,False,29,41,Orthodox,Orthodox,167.64,167.64,0,2,1,1,121,138,14,40,7,45,3,23,6,3,9,March,2019
Tim Boetsch,Omari Akhmedov,0,0,41,52,42,38,121,141,0,0,0,0,0,0,2,194,20,32,12,13,9,7,85,113,9,17,0,0,Decision - Unanimous,Herb Dean,"Wichita, Kansas, USA",Middleweight Bout,Omari Akhmedov,Blue,False,31,38,Orthodox,Orthodox,182.88,182.88,1,1,2,2,66,110,20,17,11,8,12,22,0,0,9,March,2019
Anthony Rocco Martin,Sergio Moraes,0,0,50,19,32,22,172,88,0,3,0,100,0,0,132,87,29,13,4,5,17,1,150,82,2,0,0,0,Decision - Unanimous,Rob Hinds,"Wichita, Kansas, USA",Welterweight Bout,Anthony Rocco Martin,Red,False,36,29,Orthodox,Orthodox,182.88,182.88,0,0,0,3,123,75,5,7,24,1,2,0,0,1,9,March,2019
Tim Means,Niko Price,0,1,31,32,64,47,54,73,1,0,100,0,0,0,111,2,27,21,3,3,1,8,39,52,1,4,6,5,KO/TKO,Rob Hinds,"Wichita, Kansas, USA",Welterweight Bout,Niko Price,Blue,False,29,35,Orthodox,Orthodox,182.88,187.96,1,2,1,0,44,48,3,9,1,10,2,9,7,6,9,March,2019
Grant Dawson,Julian Erosa,0,0,57,49,44,57,166,109,6,0,54,0,1,1,607,17,48,37,2,9,7,3,75,62,5,8,24,11,Decision - Unanimous,Herb Dean,"Wichita, Kansas, USA",Featherweight Bout,Grant Dawson,Red,False,29,25,Southpaw,Switch,185.42,177.8,1,0,11,0,115,67,5,15,8,3,12,10,41,13,9,March,2019
Maurice Greene,Jeff Hughes,0,0,70,66,43,46,163,144,0,0,0,0,0,0,19,45,42,42,10,11,18,13,145,139,12,4,0,0,Decision - Split,Nick Berens,"Wichita, Kansas, USA",Heavyweight Bout,Maurice Greene,Red,False,30,32,Orthodox,Orthodox,187.96,200.66,0,1,0,1,114,107,20,15,27,21,16,4,0,0,9,March,2019
Alex White,Dan Moret,0,0,49,42,59,47,104,96,2,1,66,11,3,0,207,455,31,29,17,6,1,7,51,51,22,20,0,6,Decision - Unanimous,Marcio Laselva,"Wichita, Kansas, USA",Lightweight Bout,Alex White,Red,False,32,30,Southpaw,Southpaw,182.88,182.88,0,1,3,9,63,71,18,9,1,8,31,30,0,7,9,March,2019
Alex Morono,Zak Ottow,0,0,25,10,45,32,55,31,0,1,0,100,1,0,31,6,22,6,3,2,0,2,28,31,0,0,15,0,KO/TKO,Rob Hinds,"Wichita, Kansas, USA",Welterweight Bout,Alex Morono,Red,False,32,28,Orthodox,Orthodox,180.34,180.34,1,2,0,1,50,20,5,7,0,4,0,0,27,0,9,March,2019
Louis Smolka,Matt Schnell,0,0,13,14,54,35,25,42,0,1,0,100,0,2,78,28,9,11,1,2,3,1,23,39,0,1,1,0,Submission,Marcio Laselva,"Wichita, Kansas, USA",Bantamweight Bout,Matt Schnell,Blue,False,29,27,Orthodox,Orthodox,172.72,175.26,0,1,0,1,17,35,2,4,5,1,0,1,1,0,9,March,2019
Robbie Lawler,Ben Askren,0,0,26,0,89,0,33,5,1,1,100,50,0,1,33,119,21,0,5,0,0,0,2,1,9,0,16,0,Submission,Herb Dean,"Las Vegas, Nevada, USA",Welterweight Bout,Ben Askren,Blue,False,34,36,Orthodox,Southpaw,180.34,180.34,0,3,1,2,24,1,5,0,0,0,9,0,18,0,2,March,2019
Tecia Torres,Zhang Weili,0,0,30,63,48,44,65,204,0,2,0,25,0,0,68,280,14,29,5,6,11,28,54,117,2,6,3,14,Decision - Unanimous,Chris Tognoni,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Zhang Weili,Blue,False,29,29,Switch,Orthodox,162.56,154.94,2,3,1,8,41,76,7,21,14,45,3,8,5,17,2,March,2019
Cody Garbrandt,Pedro Munhoz,0,1,21,25,35,53,60,51,0,0,0,0,0,0,4,21,19,16,1,3,1,6,59,38,0,1,1,6,KO/TKO,Marc Goddard,"Las Vegas, Nevada, USA",Bantamweight Bout,Pedro Munhoz,Blue,False,32,27,Orthodox,Orthodox,167.64,172.72,0,6,0,1,50,36,6,3,4,8,0,2,1,7,2,March,2019
Jon Jones,Anthony Smith,0,0,125,36,74,54,287,75,3,0,37,0,0,0,779,0,45,15,35,9,45,12,102,59,31,5,30,0,Decision - Unanimous,Herb Dean,"Las Vegas, Nevada, USA",UFC Light Heavyweight Title Bout,Jon Jones,Red,True,30,31,Orthodox,Orthodox,193.04,193.04,0,3,8,0,80,40,40,14,47,12,34,7,31,0,2,March,2019
Jeremy Stephens,Zabit Magomedsharipov,0,0,41,70,33,54,125,146,0,3,0,37,0,0,1,157,20,43,11,12,10,15,121,117,0,1,0,9,Decision - Unanimous,Mark Smith,"Las Vegas, Nevada, USA",Featherweight Bout,Zabit Magomedsharipov,Blue,False,28,32,Orthodox,Orthodox,185.42,175.26,4,0,0,8,92,95,16,17,13,17,0,1,0,11,2,March,2019
Tyron Woodley,Kamaru Usman,0,0,34,141,66,72,79,390,0,2,0,33,0,0,0,1093,12,56,18,83,4,2,24,73,24,78,0,36,Decision - Unanimous,Marc Goddard,"Las Vegas, Nevada, USA",UFC Welterweight Title Bout,Kamaru Usman,Blue,True,31,36,Switch,Orthodox,182.88,175.26,9,1,1,6,28,104,19,87,4,3,27,82,0,39,2,March,2019
Misha Cirkunov,Johnny Walker,0,1,1,4,50,50,2,8,0,0,0,0,0,0,0,4,0,4,0,0,1,0,2,2,0,0,0,3,KO/TKO,Herb Dean,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Johnny Walker,Blue,False,26,32,Orthodox,Orthodox,198.12,190.5,2,4,0,0,1,8,0,0,1,0,0,0,0,6,2,March,2019
Cody Stamann,Alejandro Perez,0,0,48,41,39,33,122,133,0,1,0,50,0,0,82,29,21,17,19,8,8,16,117,108,2,3,0,5,Decision - Unanimous,Chris Tognoni,"Las Vegas, Nevada, USA",Bantamweight Bout,Cody Stamann,Red,False,29,29,Orthodox,Orthodox,167.64,167.64,1,3,8,2,77,87,30,13,14,21,4,8,0,5,2,March,2019
Diego Sanchez,Mickey Gall,0,0,56,23,64,35,92,80,4,0,100,0,0,0,357,19,37,19,13,2,6,2,28,44,10,9,39,6,KO/TKO,Marc Goddard,"Las Vegas, Nevada, USA",Welterweight Bout,Diego Sanchez,Red,False,27,37,Switch,Southpaw,187.96,177.8,3,6,4,0,63,59,18,3,6,3,11,14,48,7,2,March,2019
Gina Mazany,Macy Chiasson,0,1,14,25,56,51,36,49,0,0,0,0,0,0,0,27,6,15,6,9,2,1,24,41,1,3,0,4,KO/TKO,Chris Tognoni,"Las Vegas, Nevada, USA",Women's Bantamweight Bout,Macy Chiasson,Blue,False,27,30,Orthodox,Southpaw,180.34,167.64,1,0,0,0,16,37,7,11,2,1,1,3,0,5,2,March,2019
Edmen Shahbazyan,Charles Byrd,1,0,13,1,61,16,21,6,0,0,0,0,0,0,2,3,13,0,0,0,0,1,10,6,7,0,2,0,KO/TKO,Mark Smith,"Las Vegas, Nevada, USA",Middleweight Bout,Edmen Shahbazyan,Red,False,35,21,Orthodox,Orthodox,177.8,187.96,1,1,0,1,20,5,0,0,1,1,7,0,4,0,2,March,2019
Polyana Viana,Hannah Cifers,0,1,77,67,44,43,236,182,0,0,0,0,0,0,0,278,29,21,28,31,20,15,162,138,8,8,4,5,Decision - Split,Mark Smith,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Hannah Cifers,Blue,False,26,26,Orthodox,Orthodox,154.94,165.1,0,1,0,0,114,83,39,48,21,24,8,8,4,9,2,March,2019
Daniel Teymur,Chris Fishgold,0,0,17,14,51,43,50,39,1,5,100,50,0,2,78,187,14,13,3,1,0,0,20,21,1,4,9,2,Submission,Herb Dean,"Prague, Czech Republic",Featherweight Bout,Chris Fishgold,Blue,False,26,31,Orthodox,Orthodox,172.72,165.1,0,0,1,10,29,31,3,1,1,0,2,5,11,6,23,February,2019
Dwight Grant,Carlo Pedersoli Jr.,1,0,20,17,37,37,55,45,0,1,0,20,0,0,5,19,14,7,2,9,4,1,44,41,2,3,6,0,KO/TKO,Marc Goddard,"Prague, Czech Republic",Welterweight Bout,Dwight Grant,Red,False,25,34,Southpaw,Switch,180.34,185.42,1,0,0,5,47,32,2,11,4,2,3,4,6,0,23,February,2019
Gian Villante,Michal Oleksiejczuk,0,1,9,14,45,63,20,22,0,0,0,0,0,0,0,2,6,10,0,4,3,0,20,19,0,0,0,1,KO/TKO,Marc Goddard,"Prague, Czech Republic",Light Heavyweight Bout,Michal Oleksiejczuk,Blue,False,24,33,Southpaw,Orthodox,182.88,190.5,0,0,0,0,12,18,4,4,4,0,0,0,0,3,23,February,2019
